SampleID	PyClonePhyloCluster	PhyloCCF
CRUK0034	2	R1:0;R2:1.05;R3:0
CRUK0034	4	R1:0;R2:0.68;R3:0
CRUK0034	3	R1:0.89;R2:0;R3:0.61
CRUK0034	2	R1:0;R2:0.81;R3:0
CRUK0034	NA	NA
CRUK0034	6	R1:0.12;R2:0;R3:0.7
CRUK0034	2	R1:0;R2:0.8;R3:0
CRUK0034	2	R1:0;R2:0.92;R3:0
CRUK0034	2	R1:0;R2:0.79;R3:0
CRUK0034	4	R1:0;R2:0.61;R3:0
CRUK0034	7	R1:0.99;R2:0;R3:0
CRUK0034	3	R1:0.85;R2:0;R3:0.58
CRUK0034	2	R1:0;R2:0.78;R3:0
CRUK0034	7	R1:0.92;R2:0.01;R3:0
CRUK0034	2	R1:0;R2:0.86;R3:0
CRUK0034	4	R1:0;R2:0.55;R3:0
CRUK0034	NA	NA
CRUK0034	NA	NA
CRUK0034	6	R1:0;R2:0;R3:0.87
CRUK0034	6	R1:0;R2:0;R3:0.67
CRUK0034	2	R1:0;R2:1.21;R3:0
CRUK0034	8	R1:0;R2:0.96;R3:0.78
CRUK0034	4	R1:0;R2:0.63;R3:0
CRUK0034	3	R1:0.75;R2:0;R3:0.6
CRUK0034	2	R1:0;R2:0.72;R3:0.01
CRUK0034	4	R1:0;R2:0.62;R3:0
CRUK0034	4	R1:0;R2:0.52;R3:0
CRUK0034	2	R1:0;R2:0.73;R3:0
CRUK0034	4	R1:0;R2:0.62;R3:0
CRUK0034	5	R1:0;R2:0;R3:0.44
CRUK0034	NA	NA
CRUK0034	4	R1:0;R2:0.61;R3:0
CRUK0034	5	R1:0;R2:0;R3:0.6
CRUK0034	NA	NA
CRUK0034	NA	NA
CRUK0034	5	R1:0;R2:0;R3:0.54
CRUK0034	6	R1:0;R2:0;R3:1.44
CRUK0034	NA	NA
CRUK0034	5	R1:0;R2:0;R3:0.38
CRUK0034	3	R1:0.75;R2:0;R3:0.61
CRUK0034	3	R1:0.77;R2:0.13;R3:0.8
CRUK0034	4	R1:0;R2:0.5;R3:0
CRUK0034	4	R1:0;R2:0.64;R3:0
CRUK0034	4	R1:0.02;R2:0.51;R3:0
CRUK0034	5	R1:0;R2:0;R3:0.4
CRUK0034	4	R1:0;R2:0.45;R3:0
CRUK0034	4	R1:0;R2:0.45;R3:0
CRUK0034	7	R1:0.68;R2:0;R3:0
CRUK0034	4	R1:0;R2:0.51;R3:0.1
CRUK0034	NA	NA
CRUK0034	5	R1:0;R2:0;R3:0.39
CRUK0034	7	R1:1.11;R2:0;R3:0.01
CRUK0034	5	R1:0;R2:0;R3:0.5
CRUK0034	NA	NA
CRUK0034	4	R1:0;R2:0.43;R3:0
CRUK0034	4	R1:0;R2:0.51;R3:0
CRUK0034	4	R1:0;R2:0.51;R3:0.01
CRUK0034	6	R1:0;R2:0;R3:1.31
CRUK0034	NA	NA
CRUK0034	6	R1:0;R2:0;R3:1.27
CRUK0034	5	R1:0;R2:0;R3:0.32
CRUK0034	7	R1:0.64;R2:0;R3:0
CRUK0034	NA	NA
CRUK0034	5	R1:0;R2:0;R3:0.34
CRUK0034	2	R1:0;R2:0.97;R3:0
CRUK0034	5	R1:0;R2:0;R3:0.46
CRUK0034	NA	NA
CRUK0034	4	R1:0;R2:0.68;R3:0
CRUK0034	4	R1:0;R2:0.54;R3:0
CRUK0034	4	R1:0;R2:0.39;R3:0
CRUK0034	4	R1:0;R2:0.39;R3:0
CRUK0034	4	R1:0;R2:0.62;R3:0
CRUK0034	4	R1:0;R2:0.39;R3:0
CRUK0034	2	R1:1.8;R2:1.24;R3:0
CRUK0034	5	R1:0;R2:0;R3:0.35
CRUK0034	4	R1:0;R2:0.45;R3:0
CRUK0034	5	R1:0;R2:0;R3:0.37
CRUK0034	5	R1:0;R2:0;R3:0.34
CRUK0034	4	R1:0;R2:0.49;R3:0
CRUK0034	5	R1:0;R2:0;R3:0.28
CRUK0034	2	R1:0;R2:0.78;R3:0
CRUK0034	5	R1:0;R2:0;R3:0.44
CRUK0034	4	R1:0;R2:0.49;R3:0
CRUK0034	4	R1:0;R2:0.5;R3:0
CRUK0034	4	R1:0;R2:0.36;R3:0
CRUK0034	5	R1:0;R2:0;R3:0.27
CRUK0034	4	R1:0;R2:0.42;R3:0
CRUK0034	7	R1:0.53;R2:0;R3:0
CRUK0034	3	R1:0.93;R2:0;R3:1.29
CRUK0034	4	R1:0;R2:0.57;R3:0.01
CRUK0034	4	R1:0;R2:0.38;R3:0
CRUK0034	4	R1:0;R2:0.37;R3:0
CRUK0034	5	R1:0;R2:0;R3:0.39
CRUK0034	4	R1:0;R2:0.37;R3:0
CRUK0034	2	R1:0;R2:1.18;R3:0.01
CRUK0034	2	R1:0;R2:1.14;R3:0
CRUK0034	6	R1:0;R2:0.02;R3:1.03
CRUK0034	2	R1:0;R2:1.08;R3:0.01
CRUK0034	5	R1:0;R2:0;R3:0.52
CRUK0034	NA	NA
CRUK0034	5	R1:0;R2:0;R3:0.31
CRUK0034	4	R1:0;R2:0.52;R3:0
CRUK0034	3	R1:0.8;R2:0;R3:1
CRUK0034	4	R1:0;R2:0.31;R3:0.01
CRUK0034	4	R1:0;R2:0.62;R3:0
CRUK0034	2	R1:0;R2:1.01;R3:0.01
CRUK0034	5	R1:0;R2:0;R3:0.39
CRUK0034	5	R1:0;R2:0;R3:0.55
CRUK0034	4	R1:0;R2:0.3;R3:0
CRUK0034	4	R1:0.77;R2:0.43;R3:0
CRUK0034	4	R1:0;R2:0.29;R3:0
CRUK0034	5	R1:0;R2:0;R3:0.27
CRUK0034	4	R1:0;R2:0.32;R3:0
CRUK0034	2	R1:0;R2:0.72;R3:0
CRUK0034	4	R1:0;R2:0.68;R3:0
CRUK0034	NA	NA
CRUK0034	9	R1:0.9;R2:0;R3:0.35
CRUK0034	5	R1:0;R2:0;R3:0.47
CRUK0034	NA	NA
CRUK0034	NA	NA
CRUK0034	5	R1:0;R2:0;R3:0.27
CRUK0034	6	R1:0.01;R2:0;R3:0.82
CRUK0034	4	R1:0;R2:0.32;R3:0
CRUK0034	NA	NA
CRUK0034	NA	NA
CRUK0034	2	R1:0;R2:0.93;R3:0
CRUK0034	2	R1:0;R2:1.65;R3:0.01
CRUK0034	4	R1:0.03;R2:0.32;R3:0
CRUK0034	5	R1:0;R2:0;R3:0.2
CRUK0034	6	R1:0;R2:0;R3:0.8
CRUK0034	6	R1:0;R2:0;R3:0.78
CRUK0034	5	R1:0;R2:0;R3:0.26
CRUK0034	5	R1:0;R2:0;R3:0.22
CRUK0034	7	R1:0.36;R2:0;R3:0
CRUK0034	NA	NA
CRUK0034	2	R1:0;R2:0.8;R3:0.01
CRUK0034	5	R1:0;R2:0;R3:0.18
CRUK0034	5	R1:0;R2:0;R3:0.27
CRUK0034	6	R1:0;R2:0;R3:0.73
CRUK0034	2	R1:0.02;R2:0.92;R3:0
CRUK0034	NA	NA
CRUK0034	5	R1:0;R2:0;R3:0.19
CRUK0034	5	R1:0;R2:0;R3:0.19
CRUK0034	7	R1:0.41;R2:0;R3:0
CRUK0034	5	R1:0;R2:0;R3:0.2
CRUK0034	5	R1:0;R2:0;R3:0.2
CRUK0034	2	R1:0;R2:0.76;R3:0
CRUK0034	NA	NA
CRUK0034	5	R1:0;R2:0;R3:0.41
CRUK0034	4	R1:0;R2:0.2;R3:0
CRUK0034	NA	NA
CRUK0034	4	R1:0;R2:0.21;R3:0
CRUK0034	4	R1:0;R2:0.15;R3:0
CRUK0050	1	R1:0.98;R2:1.52;R3:1.3;R4:0.99;R5:1.42
CRUK0050	NA	NA
CRUK0050	NA	NA
CRUK0050	NA	NA
CRUK0050	1	R1:1.23;R2:1;R3:1.07;R4:1.02;R5:0.93
CRUK0050	1	R1:1.24;R2:1.03;R3:1.11;R4:0.87;R5:1.04
CRUK0050	1	R1:1.09;R2:1.09;R3:1.12;R4:1.07;R5:1.04
CRUK0050	NA	NA
CRUK0050	1	R1:1.09;R2:1.05;R3:1.03;R4:1.1;R5:1.09
CRUK0050	1	R1:1.05;R2:1.08;R3:0.97;R4:1.04;R5:1.1
CRUK0050	1	R1:1.04;R2:1.06;R3:1;R4:1.16;R5:1.15
CRUK0050	1	R1:1.03;R2:1.1;R3:0.87;R4:0.94;R5:0.99
CRUK0050	1	R1:0.99;R2:0.98;R3:1.04;R4:1.04;R5:0.95
CRUK0050	1	R1:1.02;R2:0.95;R3:0.94;R4:0.95;R5:1.07
CRUK0050	1	R1:1;R2:1.01;R3:0.98;R4:1.14;R5:0.96
CRUK0050	1	R1:1.11;R2:1.13;R3:1.13;R4:1.38;R5:1.04
CRUK0050	1	R1:1;R2:0.99;R3:1.13;R4:1.02;R5:0.99
CRUK0050	1	R1:1.11;R2:1.02;R3:1.05;R4:0.88;R5:0.99
CRUK0050	1	R1:1.17;R2:1.03;R3:1.02;R4:1.01;R5:1
CRUK0050	1	R1:1.06;R2:1.2;R3:1.09;R4:0.96;R5:1.03
CRUK0050	1	R1:1.03;R2:1;R3:1.03;R4:1.04;R5:1.05
CRUK0050	1	R1:1.06;R2:1.15;R3:0.98;R4:1.21;R5:1.02
CRUK0050	1	R1:1.06;R2:1.13;R3:1.26;R4:1.01;R5:1.07
CRUK0050	1	R1:0.93;R2:1.11;R3:1.03;R4:1.31;R5:1.02
CRUK0050	1	R1:1;R2:1.04;R3:0.79;R4:1.03;R5:0.99
CRUK0050	1	R1:1.24;R2:1.4;R3:0.95;R4:1.19;R5:0.84
CRUK0050	1	R1:1.06;R2:1;R3:1.04;R4:1.02;R5:0.9
CRUK0050	1	R1:1.04;R2:1.1;R3:0.94;R4:0.91;R5:1.4
CRUK0050	1	R1:1.04;R2:0.87;R3:0.96;R4:0.9;R5:1.05
CRUK0050	1	R1:0.98;R2:0.86;R3:1;R4:0.98;R5:0.94
CRUK0050	1	R1:0.99;R2:1.09;R3:0.75;R4:1.11;R5:0.88
CRUK0050	1	R1:1.18;R2:1.31;R3:1.03;R4:0.95;R5:1.03
CRUK0050	1	R1:1.04;R2:1.29;R3:0.83;R4:0.83;R5:0.73
CRUK0050	1	R1:1.19;R2:1.29;R3:0.95;R4:1.15;R5:1.28
CRUK0050	1	R1:1.1;R2:1.09;R3:1.21;R4:1.03;R5:1.01
CRUK0050	1	R1:0.89;R2:1.28;R3:0.98;R4:1.08;R5:1.09
CRUK0050	11	R1:0;R2:0.95;R3:1.37;R4:0;R5:0
CRUK0050	1	R1:0.89;R2:1.04;R3:1.03;R4:0.87;R5:1.03
CRUK0050	1	R1:1.28;R2:1.06;R3:1.14;R4:1.07;R5:1.17
CRUK0050	1	R1:1.2;R2:1.06;R3:1.15;R4:1.11;R5:0.91
CRUK0050	1	R1:1;R2:0.84;R3:0.97;R4:0.85;R5:0.93
CRUK0050	1	R1:0.98;R2:0.79;R3:1.45;R4:1;R5:1.14
CRUK0050	1	R1:1.22;R2:1.01;R3:0.91;R4:0.9;R5:0.94
CRUK0050	1	R1:0.86;R2:0.82;R3:1.18;R4:0.87;R5:1.32
CRUK0050	1	R1:0.98;R2:1;R3:1.01;R4:0.9;R5:1
CRUK0050	1	R1:1.03;R2:1.23;R3:1.1;R4:1.25;R5:1.02
CRUK0050	1	R1:1.15;R2:1.04;R3:0.98;R4:1.04;R5:0.95
CRUK0050	1	R1:0.97;R2:0.92;R3:0.94;R4:0.9;R5:0.97
CRUK0050	1	R1:1.14;R2:1.12;R3:1.1;R4:0.98;R5:0.94
CRUK0050	1	R1:1.14;R2:1.09;R3:0.87;R4:1.04;R5:1.01
CRUK0050	1	R1:1.04;R2:1.19;R3:0.96;R4:1.1;R5:1.2
CRUK0050	1	R1:0.89;R2:1.03;R3:1.04;R4:1.03;R5:1.05
CRUK0050	1	R1:0.97;R2:1.15;R3:1.02;R4:1.17;R5:1
CRUK0050	1	R1:1.12;R2:1.04;R3:1.02;R4:1.08;R5:0.99
CRUK0050	1	R1:0.97;R2:1.22;R3:1.2;R4:1.09;R5:1.13
CRUK0050	1	R1:1.11;R2:0.99;R3:1.03;R4:0.92;R5:1.22
CRUK0050	1	R1:1;R2:1.15;R3:1;R4:0.97;R5:1.15
CRUK0050	1	R1:1.03;R2:1.06;R3:0.99;R4:0.97;R5:1.22
CRUK0050	1	R1:0.83;R2:0.89;R3:1.07;R4:1.04;R5:0.96
CRUK0050	1	R1:0.93;R2:1.14;R3:1.02;R4:1.29;R5:0.82
CRUK0050	1	R1:0.99;R2:1.06;R3:0.99;R4:1;R5:1.23
CRUK0050	1	R1:0.92;R2:0.85;R3:1.01;R4:0.88;R5:1.03
CRUK0050	1	R1:1.08;R2:0.95;R3:1;R4:1.09;R5:1.03
CRUK0050	1	R1:1.07;R2:1.07;R3:1.07;R4:0.92;R5:0.93
CRUK0050	1	R1:0.92;R2:0.98;R3:0.91;R4:1.11;R5:1.24
CRUK0050	1	R1:1.08;R2:0.97;R3:0.97;R4:0.77;R5:1.04
CRUK0050	1	R1:1.08;R2:1.03;R3:0.79;R4:0.92;R5:1.35
CRUK0050	1	R1:0.97;R2:1.07;R3:0.8;R4:1.36;R5:0.87
CRUK0050	1	R1:0.93;R2:1.08;R3:0.99;R4:1.07;R5:1.18
CRUK0050	1	R1:1.06;R2:1.01;R3:0.89;R4:1;R5:1.04
CRUK0050	1	R1:1.05;R2:1.02;R3:0.99;R4:0.98;R5:0.76
CRUK0050	1	R1:0.95;R2:1.1;R3:1.03;R4:1;R5:1.06
CRUK0050	1	R1:1.05;R2:0.91;R3:0.98;R4:1.04;R5:0.97
CRUK0050	1	R1:0.92;R2:0.95;R3:1.01;R4:1.29;R5:1
CRUK0050	1	R1:1.06;R2:0.95;R3:1.15;R4:1.08;R5:0.96
CRUK0050	1	R1:1.05;R2:0.96;R3:0.94;R4:1.05;R5:0.92
CRUK0050	1	R1:1.03;R2:0.98;R3:0.98;R4:1.08;R5:0.98
CRUK0050	1	R1:1.04;R2:1.09;R3:1.04;R4:1.28;R5:1.02
CRUK0050	1	R1:1.07;R2:1.09;R3:1.04;R4:0.88;R5:0.9
CRUK0050	1	R1:0.97;R2:1.1;R3:0.73;R4:0.99;R5:0.91
CRUK0050	1	R1:0.88;R2:0.82;R3:1.26;R4:1.2;R5:0.96
CRUK0050	1	R1:1.04;R2:1.07;R3:0.98;R4:0.99;R5:0.98
CRUK0050	1	R1:1;R2:1.02;R3:1.26;R4:1.1;R5:0.94
CRUK0050	1	R1:0.88;R2:0.97;R3:1.01;R4:0.94;R5:1.15
CRUK0050	1	R1:1.03;R2:0.99;R3:1.03;R4:1.05;R5:1.07
CRUK0050	1	R1:0.97;R2:1.08;R3:1.08;R4:0.97;R5:0.99
CRUK0050	1	R1:1.19;R2:1.11;R3:1.07;R4:1.01;R5:1.1
CRUK0050	1	R1:1.03;R2:1.04;R3:0.92;R4:1.09;R5:1.07
CRUK0050	1	R1:0.79;R2:0.99;R3:1.16;R4:1.08;R5:0.97
CRUK0050	1	R1:1.02;R2:1.03;R3:0.88;R4:1.06;R5:0.98
CRUK0050	1	R1:0.99;R2:1.01;R3:1.11;R4:0.97;R5:1.12
CRUK0050	1	R1:1;R2:1.06;R3:1.03;R4:1;R5:0.95
CRUK0050	1	R1:1.02;R2:0.99;R3:1;R4:0.89;R5:1.05
CRUK0050	1	R1:1.01;R2:0.86;R3:1.08;R4:0.99;R5:0.84
CRUK0050	1	R1:1.02;R2:1.03;R3:0.99;R4:0.97;R5:1.06
CRUK0050	1	R1:0.96;R2:1.05;R3:0.88;R4:0.9;R5:0.86
CRUK0050	1	R1:1.01;R2:0.92;R3:0.97;R4:1.02;R5:0.84
CRUK0050	1	R1:0.93;R2:1.06;R3:1.12;R4:1.09;R5:1.07
CRUK0050	1	R1:1.01;R2:1;R3:1;R4:0.91;R5:1.44
CRUK0050	1	R1:1.01;R2:1.01;R3:1.04;R4:1;R5:0.99
CRUK0050	1	R1:0.97;R2:1.01;R3:1.05;R4:1.24;R5:0.87
CRUK0050	1	R1:0.89;R2:1.05;R3:0.86;R4:0.99;R5:1.02
CRUK0050	1	R1:0.94;R2:1.05;R3:1;R4:1.18;R5:1
CRUK0050	1	R1:1;R2:0.93;R3:0.84;R4:1.05;R5:0.93
CRUK0050	1	R1:1;R2:0.93;R3:0.92;R4:0.88;R5:0.85
CRUK0050	1	R1:0.86;R2:1.03;R3:1.3;R4:1.21;R5:0.91
CRUK0050	1	R1:1.01;R2:1.14;R3:1.13;R4:1.05;R5:0.95
CRUK0050	1	R1:0.99;R2:0.94;R3:0.84;R4:1.06;R5:1.07
CRUK0050	1	R1:0.99;R2:0.97;R3:0.88;R4:0.98;R5:0.99
CRUK0050	1	R1:1;R2:0.93;R3:0.93;R4:1.04;R5:0.99
CRUK0050	1	R1:0.99;R2:1;R3:1;R4:1.02;R5:0.7
CRUK0050	1	R1:1;R2:0.93;R3:0.86;R4:0.99;R5:1
CRUK0050	1	R1:1.01;R2:1;R3:1.09;R4:1.09;R5:0.99
CRUK0050	NA	NA
CRUK0050	1	R1:0.99;R2:0.9;R3:1.06;R4:0.91;R5:1.08
CRUK0050	1	R1:0.98;R2:0.97;R3:1.09;R4:0.88;R5:1.07
CRUK0050	1	R1:0.9;R2:1.01;R3:0.75;R4:0.89;R5:0.94
CRUK0050	1	R1:0.99;R2:0.93;R3:0.97;R4:1.15;R5:1.04
CRUK0050	1	R1:0.98;R2:0.96;R3:0.84;R4:1.19;R5:1.04
CRUK0050	1	R1:0.98;R2:0.91;R3:0.83;R4:0.96;R5:0.82
CRUK0050	1	R1:0.99;R2:0.95;R3:1.04;R4:1.06;R5:0.97
CRUK0050	1	R1:0.92;R2:1;R3:1.08;R4:0.8;R5:1.08
CRUK0050	1	R1:0.99;R2:0.96;R3:0.96;R4:0.98;R5:1.07
CRUK0050	1	R1:0.98;R2:0.96;R3:0.86;R4:1;R5:1.02
CRUK0050	1	R1:0.97;R2:0.94;R3:1.01;R4:1.02;R5:1.51
CRUK0050	1	R1:0.97;R2:0.83;R3:0.96;R4:1.06;R5:0.94
CRUK0050	1	R1:1;R2:0.95;R3:0.93;R4:0.98;R5:1.01
CRUK0050	1	R1:0.96;R2:1.01;R3:0.78;R4:1.09;R5:1.01
CRUK0050	1	R1:0.98;R2:0.96;R3:1.13;R4:1.04;R5:0.75
CRUK0050	1	R1:0.97;R2:0.82;R3:0.81;R4:1.48;R5:0.92
CRUK0050	1	R1:0.98;R2:0.88;R3:1.03;R4:0.96;R5:0.88
CRUK0050	1	R1:0.95;R2:1;R3:0.98;R4:0.84;R5:0.73
CRUK0050	1	R1:0.83;R2:0.98;R3:1.44;R4:0.89;R5:1.04
CRUK0050	1	R1:0.9;R2:1;R3:0.87;R4:1;R5:0.84
CRUK0050	1	R1:0.97;R2:0.99;R3:0.98;R4:1;R5:0.87
CRUK0050	1	R1:0.91;R2:0.78;R3:0.91;R4:0.91;R5:1.04
CRUK0050	1	R1:0.85;R2:0.93;R3:0.85;R4:1.12;R5:1.13
CRUK0050	1	R1:0.96;R2:0.99;R3:0.97;R4:1.01;R5:0.9
CRUK0050	1	R1:0.97;R2:0.94;R3:0.91;R4:1.11;R5:0.87
CRUK0050	1	R1:0.96;R2:0.77;R3:0.87;R4:0.78;R5:0.88
CRUK0050	1	R1:0.9;R2:0.92;R3:0.93;R4:0.79;R5:1.05
CRUK0050	1	R1:0.99;R2:0.95;R3:0.99;R4:0.98;R5:0.98
CRUK0050	1	R1:0.95;R2:0.96;R3:0.99;R4:0.97;R5:0.98
CRUK0050	1	R1:0.95;R2:1.07;R3:1.11;R4:1.51;R5:1.02
CRUK0050	1	R1:0.94;R2:0.97;R3:1;R4:0.93;R5:1.01
CRUK0050	1	R1:0.86;R2:0.96;R3:1.1;R4:0.91;R5:1.11
CRUK0050	NA	NA
CRUK0050	1	R1:0.93;R2:0.88;R3:0.95;R4:1.03;R5:0.95
CRUK0050	1	R1:0.93;R2:0.97;R3:0.97;R4:1.68;R5:0.85
CRUK0050	1	R1:1.56;R2:0.95;R3:0.97;R4:0.92;R5:0.96
CRUK0050	1	R1:0.92;R2:0.9;R3:0.87;R4:0.92;R5:0.99
CRUK0050	1	R1:0.92;R2:0.85;R3:1.01;R4:0.85;R5:0.99
CRUK0050	1	R1:0.9;R2:0.83;R3:0.93;R4:1.01;R5:0.94
CRUK0050	4	R1:0;R2:0.72;R3:0;R4:0;R5:0
CRUK0050	1	R1:0.87;R2:0.92;R3:0.91;R4:0.98;R5:1.48
CRUK0050	1	R1:0.91;R2:0.87;R3:0.9;R4:0.92;R5:1.41
CRUK0050	1	R1:1.63;R2:0.86;R3:0.87;R4:1.34;R5:0.97
CRUK0050	1	R1:1.66;R2:0.89;R3:0.96;R4:0.96;R5:1.63
CRUK0050	1	R1:0.99;R2:1.04;R3:0.86;R4:1.28;R5:0.69
CRUK0050	1	R1:1.02;R2:0.97;R3:0.91;R4:1.05;R5:1.06
CRUK0050	1	R1:0.97;R2:0.87;R3:0.91;R4:0.79;R5:0.99
CRUK0050	1	R1:1;R2:0.89;R3:0.85;R4:0.95;R5:1.15
CRUK0050	1	R1:1.02;R2:1.11;R3:0.76;R4:1.01;R5:0.7
CRUK0050	1	R1:0.99;R2:0.96;R3:1.09;R4:1.06;R5:0.93
CRUK0050	1	R1:1;R2:0.86;R3:1.38;R4:1.1;R5:1.06
CRUK0050	1	R1:1.07;R2:1.12;R3:1.26;R4:1.15;R5:1.02
CRUK0050	1	R1:1.13;R2:0.97;R3:0.75;R4:0.77;R5:1
CRUK0050	1	R1:1.01;R2:1.01;R3:0.82;R4:1;R5:0.92
CRUK0050	1	R1:1.01;R2:1.22;R3:1.02;R4:1;R5:0.89
CRUK0050	1	R1:0.99;R2:1.07;R3:0.79;R4:0.6;R5:1.03
CRUK0050	1	R1:1.15;R2:0.95;R3:0.91;R4:1.14;R5:0.83
CRUK0050	1	R1:0.92;R2:1.02;R3:1;R4:0.97;R5:1.01
CRUK0050	1	R1:1.02;R2:1.12;R3:0.73;R4:0.97;R5:1.02
CRUK0050	5	R1:0.41;R2:1.17;R3:0.5;R4:0.99;R5:0.35
CRUK0050	1	R1:1.1;R2:0.99;R3:0.95;R4:0.87;R5:0.76
CRUK0050	1	R1:1.1;R2:1.09;R3:1.06;R4:1.24;R5:1
CRUK0050	1	R1:1.01;R2:1.1;R3:0.99;R4:1.01;R5:0.97
CRUK0050	1	R1:0.97;R2:0.83;R3:0.99;R4:0.83;R5:1.09
CRUK0050	1	R1:1.07;R2:0.75;R3:0.96;R4:0.93;R5:1.09
CRUK0050	5	R1:0.14;R2:1.22;R3:0.39;R4:1.07;R5:0.29
CRUK0050	1	R1:0.98;R2:0.97;R3:1.18;R4:0.92;R5:0.82
CRUK0050	1	R1:0.96;R2:0.83;R3:0.94;R4:1.02;R5:1.02
CRUK0050	1	R1:0.94;R2:0.76;R3:0.96;R4:0.95;R5:0.95
CRUK0050	5	R1:0.36;R2:1.12;R3:0.46;R4:0.93;R5:0.32
CRUK0050	8	R1:0.63;R2:0.63;R3:0.8;R4:0.7;R5:0.68
CRUK0050	1	R1:0.87;R2:0.82;R3:0.93;R4:0.83;R5:0.94
CRUK0050	1	R1:0.94;R2:0.91;R3:1.05;R4:0.95;R5:0.86
CRUK0050	1	R1:0.95;R2:0.82;R3:0.88;R4:0.89;R5:0.59
CRUK0050	8	R1:0.9;R2:0.76;R3:0.8;R4:0.7;R5:0.68
CRUK0050	5	R1:0.23;R2:0.76;R3:0.56;R4:0.94;R5:0.36
CRUK0050	7	R1:0.64;R2:0;R3:0.58;R4:0.19;R5:0.42
CRUK0050	7	R1:0.45;R2:0.01;R3:0.37;R4:0.14;R5:0.47
CRUK0050	3	R1:0.7;R2:0;R3:0;R4:0;R5:0
CRUK0050	7	R1:0.62;R2:0;R3:0.39;R4:0.12;R5:0.57
CRUK0050	3	R1:0.25;R2:0;R3:0.04;R4:0;R5:0
CRUK0050	4	R1:0;R2:0.43;R3:0;R4:0;R5:0
CRUK0050	4	R1:0.01;R2:0.32;R3:0.21;R4:0;R5:0
CRUK0050	3	R1:0.47;R2:0;R3:0;R4:0;R5:0
CRUK0050	3	R1:0.44;R2:0;R3:0;R4:0;R5:0
CRUK0050	NA	NA
CRUK0050	13	R1:1.42;R2:0.32;R3:0;R4:0.36;R5:0.39
CRUK0050	1	R1:0.99;R2:1.08;R3:1;R4:1.12;R5:0.76
CRUK0050	1	R1:1.05;R2:1.05;R3:0.93;R4:0.95;R5:0.95
CRUK0050	NA	NA
CRUK0050	4	R1:0;R2:0.38;R3:0;R4:0;R5:0
CRUK0050	12	R1:1.24;R2:0.36;R3:0.75;R4:0.04;R5:0.46
CRUK0050	6	R1:0.66;R2:0;R3:0.29;R4:0;R5:0
CRUK0050	NA	NA
CRUK0050	3	R1:0.32;R2:0;R3:0;R4:0;R5:0
CRUK0050	6	R1:0.7;R2:0;R3:0.26;R4:0;R5:0.01
CRUK0050	3	R1:0.3;R2:0;R3:0;R4:0;R5:0
CRUK0050	NA	NA
CRUK0050	2	R1:0;R2:0;R3:0;R4:0.35;R5:0
CRUK0050	6	R1:1;R2:0;R3:0.26;R4:1.09;R5:0
CRUK0050	3	R1:0.26;R2:0;R3:0.04;R4:0;R5:0
CRUK0050	2	R1:0;R2:0;R3:0;R4:0.88;R5:0.12
CRUK0050	2	R1:0;R2:0;R3:0;R4:0.3;R5:0
CRUK0050	10	R1:0.01;R2:0.49;R3:0.5;R4:0.87;R5:0.99
CRUK0050	2	R1:0;R2:0;R3:0;R4:0.29;R5:0.8
CRUK0050	2	R1:0;R2:0;R3:0;R4:0.29;R5:0
CRUK0050	2	R1:0.66;R2:0;R3:0.03;R4:0.26;R5:0.02
CRUK0050	9	R1:0.02;R2:0;R3:0.09;R4:0.02;R5:0.23
CRUK0050	6	R1:0.59;R2:0;R3:0.23;R4:0.02;R5:0.01
CRUK0050	9	R1:0;R2:0;R3:0.25;R4:0.02;R5:0
CRUK0050	2	R1:0;R2:0;R3:0;R4:0.21;R5:0.05
CRUK0050	3	R1:0.16;R2:0;R3:0;R4:0;R5:0
CRUK0050	NA	NA
CRUK0050	2	R1:0;R2:0;R3:0;R4:0.21;R5:0
CRUK0013	1	LN1:1.12;LN2:1.09;R1:1.06;R2:1.28;R3:1.21
CRUK0013	1	LN1:1.03;LN2:0.96;R1:1.09;R2:1.01;R3:0.95
CRUK0013	1	LN1:1;LN2:1;R1:1.14;R2:1.14;R3:1.01
CRUK0013	1	LN1:1.05;LN2:0.96;R1:1.09;R2:1.06;R3:1.05
CRUK0013	1	LN1:1.03;LN2:0.99;R1:1;R2:1.05;R3:0.96
CRUK0013	1	LN1:1.01;LN2:0.99;R1:1.09;R2:0.97;R3:0.96
CRUK0013	1	LN1:1.28;LN2:0.81;R1:1.09;R2:0.85;R3:1.09
CRUK0013	1	LN1:0.91;LN2:1.12;R1:1.09;R2:1.33;R3:0.88
CRUK0013	1	LN1:1;LN2:1.12;R1:1.22;R2:1.23;R3:1
CRUK0013	1	LN1:1.04;LN2:1.1;R1:0.9;R2:1.07;R3:1.03
CRUK0013	1	LN1:1.09;LN2:1.08;R1:1.27;R2:1.35;R3:1.17
CRUK0013	5	LN1:1.04;LN2:0.26;R1:0;R2:0.11;R3:0.37
CRUK0013	1	LN1:1.09;LN2:1.06;R1:1.26;R2:1.2;R3:1.04
CRUK0013	1	LN1:0.94;LN2:1.04;R1:0.91;R2:1.36;R3:1.07
CRUK0013	1	LN1:1.53;LN2:1.37;R1:1.54;R2:0.97;R3:1.5
CRUK0013	1	LN1:1.03;LN2:1.02;R1:0.67;R2:1.03;R3:1.13
CRUK0013	1	LN1:1.11;LN2:1;R1:1;R2:1.02;R3:1.19
CRUK0013	1	LN1:0.71;LN2:1.01;R1:0.92;R2:1.03;R3:1.11
